"Component","Origin","License","Copyright"
"aho-corasick","https://github.com/BurntSushi/aho-corasick","['Unlicense', 'MIT']","[' Copyright c 2015 Andrew Gallant', 'c 83']"
"aiohttp","aiohttp","['Apache-2.0']","[' 2018', ' Copyright Fedor Indutny', ' copyright f project contributors', 'Copyright aio-libs contributors']"
"arbitrary","https://github.com/rust-fuzz/arbitrary/","['MIT', 'Apache-2.0']","['The Rust-Fuzz Project Developers', 'Nick Fitzgerald <fitzgen@gmail.com>', 'Manish Goregaokar <manishsmail@gmail.com>', 'Simonas Kazlauskas <arbitrary@kazlauskas.me>', 'Brian L. Troutwine <brian@troutwine.us>', 'Corey Farwell <coreyf@rwell.org>']"
"atty","https://github.com/softprops/atty","['MIT']","['Copyright c 2015-2019 Doug Tangren']"
"autocfg","https://github.com/cuviper/autocfg","['Apache-2.0', 'MIT']","['Josh Stone <cuviper@gmail.com>']"
"bitflags","https://github.com/bitflags/bitflags","['MIT', 'Apache-2.0']","[' Copyright 2014 The Rust Project', 'Copyright c 2014 The Rust Project']"
"byteorder","https://github.com/BurntSushi/byteorder","['Unlicense', 'MIT']","['Andrew Gallant <jamslam@gmail.com>']"
"cbindgen","https://github.com/mozilla/cbindgen","['MPL-2.0']","['Emilio Cobos Álvarez <emilio@crisal.io>', 'Jeff Muizelaar <jmuizelaar@mozilla.com>', 'Kartikaya Gupta <kats@mozilla.com>', 'Ryan Hunt <rhunt@eqrion.net>']"
"cc","https://github.com/rust-lang/cc-rs","['MIT', 'Apache-2.0']","[' Copyright c 2015-2017 winapi-rs developers', ' Copyright c 2017 winapi-rs developers', ' Copyright 2015 The Rust Project', 'Copyright c 2014 Alex Crichton']"
"cfg-if","https://github.com/alexcrichton/cfg-if","['Apache-2.0', 'MIT']","['Alex Crichton <alex@alexcrichton.com>']"
"clap","https://github.com/clap-rs/clap","['MIT', 'Apache-2.0']","[' Copyright c 2015 The Rust Project', ' Copyright c 2015-2022 Kevin B. Knapp and Clap Contributors', ' Copyright 2015-2016 Kevin B. Knapp and clap-rs contributors https://github.com/clap-rs/clap/graphs/contributors', 'c me@mail.com']"
"clap_lex","https://github.com/clap-rs/clap/tree/master/clap_lex","['MIT', 'Apache-2.0']","['Copyright c 2015-2022 Kevin B. Knapp and Clap Contributors']"
"com.datadog.rum.browser:datadog-servlet-config","com.datadog.rum.browser:datadog-servlet-config","['Apache-2.0']","['Datadog, Inc.']"
"com.github.DataDog/inject-browser-sdk","git+https://github.com/DataDog/inject-browser-sdk","['Apache-2.0']","['Datadog Inc.', 'Datadog, Inc.']"
